POINT_X,POINT_Y
696935.63983700000,-1071545.47212000000
-1052243.43306000000,441953.91679900000
1105899.15569000000,284080.28215100000
1656506.10264000000,-424646.14942200000
2192591.03945000000,224210.42792100000
1246478.11985000000,-160043.31377300000
102748.78318700000,-681823.03480600000
1592200.22292000000,-842068.72979500000
2389200.68718000000,62623.23698050000
2072859.81399000000,-82585.22987870000
-1660779.30433000000,-1019881.28969000000
925864.89472000000,-68911.32088390000
2293407.63704000000,129067.88821000000
-1141671.44298000000,-1079848.20616000000
1445898.62036000000,-626925.02750600000
1960833.00980000000,-417572.62612400000
2066813.19850000000,-90611.62244160000
-1596484.84414000000,-157238.67757800000
1102408.67729000000,254892.26970500000
1977951.54580000000,-1771518.86751000000
2202806.96837000000,179957.67399300000
544819.38262100000,256968.85413500000
-854818.98762700000,-87634.74990500000
-1379352.04939000000,-61017.96369570000
-895437.38215800000,-1356103.14863000000
-456365.19177500000,-1100131.88998000000
-873818.66115300000,-1168225.46845000000
-1639849.55720000000,548892.89778800000
-1747404.21461000000,375408.15733700000
1888508.56404000000,-609042.14418100000
-444651.44693700000,-549497.25079000000
1911481.66409000000,-275626.33440800000
2053826.85598000000,-397418.51882300000
571070.38599000000,-1232538.56447000000
-1669278.15083000000,268080.56722500000
1759383.09934000000,-365623.45301300000
1805645.23108000000,-801244.49641900000
2278490.52611000000,-13487.18738680000
2116927.82677000000,-419989.57510100000
2108265.81968000000,-293275.12709100000
-170622.43153600000,-1588673.66820000000
1914884.51181000000,-565216.17356600000
-469518.02356700000,-542649.56757100000
230372.64111700000,-1088634.87046000000
-1666809.03798000000,483451.85173300000
1912861.00027000000,-376381.68381000000
803089.67028700000,188841.37724000000
513590.82214800000,-1395909.25754000000
1676709.37068000000,-836794.87772700000
-450007.87848700000,-411079.88435800000
-586443.12291900000,-880562.83007100000
-1699694.14133000000,-442498.67578900000
-1179594.17610000000,24058.67256240000
1426102.68757000000,-549253.23281800000
2411340.86258000000,109672.83002100000
2029745.80070000000,-123628.94476600000
244971.59109200000,-2091533.32580000000
2024511.97257000000,-351218.85678300000
1635216.32022000000,-225559.70694200000
949709.13920800000,-296048.76357400000
-1745364.58955000000,-372372.00956300000
-832154.54290100000,-4709.84965434000
-1317026.61093000000,-336689.98061700000
129815.64256300000,-1147967.04047000000
1751993.95272000000,-387852.64979900000
-1930747.20519000000,-722860.49162100000
2343393.91788000000,544664.02822400000
894581.83129700000,-244210.98705700000
1976581.66427000000,-361642.18162300000
388569.64587300000,-1664781.17669000000
-1451719.24848000000,476973.51391600000
2052278.09435000000,-83432.10228230000
413775.83122800000,-1789142.48964000000
553609.80315500000,104847.99710900000
-757279.06352300000,130851.69874000000
-1042703.60031000000,-1395165.88329000000
1761011.62318000000,-388837.32554000000
2030077.89176000000,-400422.33511900000
1312812.21848000000,-515880.55131800000
1996648.52073000000,-197007.64157100000
-517053.03734200000,-225829.34323600000
1982995.12602000000,-355694.49760200000
1760547.98932000000,-391673.06639000000
2178292.52477000000,15032.96377430000
2245812.85219000000,204222.91511100000
-1942719.01192000000,-612967.58300400000
-444494.52407300000,-534139.06626700000
2110814.62426000000,240664.29149700000
-1296011.43024000000,330704.34899200000
1292773.23065000000,-134846.12732400000
1911380.43816000000,-15110.46723000000
-567904.72895400000,-1000593.71497000000
852423.33628900000,-1574501.76870000000
-503599.97964800000,-965140.26439100000
1292942.56369000000,-136156.02530400000
-1645889.26274000000,-1012550.78273000000
1000517.49377000000,-295861.00414800000
592108.78986700000,-72154.80670340000
2365059.22446000000,348306.18343300000
-1938498.92768000000,-632511.43003100000
-430530.38478400000,-565326.29680600000
2010198.53208000000,-108159.83506800000
2311936.13156000000,191004.20604400000
-1006828.43341000000,-1338099.91639000000
-886051.33461000000,222179.05982400000
1801187.45647000000,-1210123.46886000000
853218.20894200000,-161636.06750000000
1165087.84564000000,-128438.12083500000
1180387.28769000000,-103546.65576200000
686347.08881400000,-685188.16264300000
1837839.37847000000,-416003.45903200000
1362369.89935000000,-132095.83220700000
2319960.73239000000,119667.56735400000
-1647838.26147000000,525280.76909000000
2115688.29901000000,319005.42998600000
1941009.77395000000,-498593.29742400000
1683929.14384000000,-134735.09963400000
1756804.57175000000,-718377.03279000000
-14081.88931970000,-474811.34287500000
1736423.12482000000,-149730.68726500000
-1067904.00579000000,-739363.38729300000
1885794.25478000000,-377300.30124500000
-1703211.40758000000,-365952.36675200000
149560.08631500000,-1131883.34098000000
-1726829.33852000000,-516951.53735300000
-440163.18907400000,-564588.43268200000
1213196.39695000000,-197450.70642800000
-1253919.71799000000,565956.97476300000
1196639.86650000000,-41481.94261670000
344031.06620800000,-90720.79471360000
-1768362.58764000000,313299.50320600000
-1827673.41780000000,-498445.62426500000
1504343.91588000000,-487331.55336400000
1721180.67217000000,-1538990.30833000000
2107775.59663000000,-434267.74594600000
2201207.11524000000,-61288.60965280000
2267240.30535000000,118585.29092400000
898733.70172500000,-1046499.10107000000
2146842.93172000000,-178169.33036600000
-1853924.02921000000,-519583.32781200000
874383.55027200000,-839470.76076400000
-437514.42522100000,-524331.63563600000
-1928578.22109000000,-633237.74841100000
2201605.04826000000,309034.42541800000
488537.33575900000,-1162741.65488000000
-1655139.72304000000,-820442.51006400000
889313.06570400000,-57037.61366490000
755455.12387100000,-672542.96034300000
1959596.25817000000,-404794.54068500000
2314519.21214000000,123500.68444200000
-1621299.94597000000,-1026724.43142000000
116731.92536900000,-216116.06290100000
-1965614.45962000000,-374856.85083400000
-1537270.04015000000,417679.07871700000
-405775.36085000000,-551039.60964400000
2077359.01269000000,270499.36382700000
-430346.22612400000,-565103.70419800000
-1565029.12881000000,-171027.19994500000
2257320.06814000000,36088.48048630000
2377687.23078000000,69190.75858620000
-1113558.69362000000,304783.21199100000
880343.33597600000,-14827.25327120000
-1607833.01623000000,-1195650.38793000000
1081725.83868000000,-1546487.46225000000
-207516.22921400000,-216190.70272600000
-1330107.22967000000,-11069.33853140000
-860571.25057600000,-98842.69806720000
891038.31933500000,-57507.47114030000
1091465.39657000000,37872.71146180000
271407.42071900000,-1508648.15664000000
-1050465.86833000000,-1327956.59019000000
-1628208.55545000000,249861.83241800000
1745308.68645000000,-802021.70423400000
-12475.64042470000,-472425.36395000000
998849.74454400000,-297776.44142700000
2217828.76871000000,11718.58566990000
1705453.68793000000,-1738854.87346000000
-1922825.38766000000,-540314.10306200000
1741421.28645000000,-1782643.83344000000
-609148.81506800000,-1072100.03039000000
-810231.14407400000,133150.05091800000
-1784894.47883000000,283952.16282700000
486883.94286600000,-959932.50210000000
673780.67803200000,173139.10559700000
-422965.66959400000,-477685.34646900000
-1911264.56066000000,-218819.63676000000
1979607.25725000000,-1843318.60164000000
55690.34040120000,-953765.01845100000
1813107.57241000000,-1650568.22644000000
447135.51775400000,-1676317.20000000000
-1833988.65394000000,66095.91398390000
171415.47083000000,-1704482.02611000000
-1884369.32105000000,-385517.79687600000
969641.71155400000,-259515.47064900000
-1658840.32256000000,-612675.28024200000
2049137.31233000000,186059.18226500000
-476139.80114800000,-494787.21658900000
1939553.07877000000,-415695.28532500000
-406698.45153200000,-549183.13768700000
1714328.63200000000,-527878.71180700000
980939.30467300000,-246285.13596300000
-1115371.56646000000,-1194978.95661000000
-1829239.88929000000,331297.73142100000
-601714.22706000000,-1062710.20628000000
2426142.46569000000,83941.31445780000
-1829176.83122000000,217053.51227900000
-341571.86443400000,-118629.46890400000
2164295.85624000000,-77409.26978880000
279365.56240200000,-1367364.30624000000
-1275049.85228000000,-983241.89982500000
2004711.82425000000,-205171.16273200000
1818918.79509000000,-190747.88116900000
1959292.50390000000,-349743.53405400000
421884.72325000000,-1655737.03874000000
985395.19815300000,-290740.64865500000
2088805.54852000000,277328.26511000000
13691.76520750000,228352.97477800000
2232006.31975000000,55463.95774410000
1982517.68032000000,-352225.61940900000
1763461.99699000000,-1299386.90518000000
-1794232.52645000000,218636.27314900000
574264.33344300000,221649.67928600000
1124465.55436000000,-215607.55988300000
-1547671.62394000000,-1037357.13092000000
2020417.30429000000,-447291.51543000000
-1717619.90137000000,-476585.70296000000
2109748.83371000000,-185242.04473000000
1709599.73035000000,-285646.71431800000
390660.91957600000,-627306.69511400000
2319764.62490000000,26104.35553030000
-1960811.03937000000,14005.69559420000
2122061.18899000000,-86208.02441220000
-290104.29854000000,-1633715.96842000000
-577484.44163200000,-951044.99362400000
-49915.65938630000,-449899.07569300000
-411255.57034400000,-924378.25499600000
1234537.86569000000,-639871.34199300000
1831459.03143000000,35658.82834950000
973773.73958100000,-759163.12090900000
2034772.00094000000,-390803.72595000000
667358.72542300000,-648093.37819900000
-1661703.72868000000,-1069831.83231000000
1539009.85037000000,-1077274.14201000000
559058.12622000000,261555.58360100000
741842.90509100000,-172278.81294700000
1804269.31201000000,-1839951.49046000000
708834.33871900000,-1111551.42412000000
823093.21183000000,-649001.59154900000
925617.13500800000,-175069.79187600000
683484.23827200000,-75208.19783600000
-1792146.57652000000,397219.82871800000
977212.71821800000,-254097.79565500000
523336.00362100000,-1420819.40202000000
1834759.20126000000,-183122.48176500000
2282052.98117000000,512939.15705900000
2093449.09183000000,-185957.25757400000
-1007116.32959000000,-1334693.79937000000
554582.81840300000,-11309.74262680000
1101930.82563000000,89621.81145960000
1705613.81682000000,-731546.88530300000
1741623.66946000000,-797696.26619000000
1974859.21875000000,-111096.68414500000
-1402263.93978000000,587403.76756900000
253569.02618600000,-1585248.47759000000
520751.20912000000,322779.71718200000
229873.82360300000,-320252.30764000000
1774568.48707000000,58893.81633600000
-1540544.87812000000,134883.04156600000
2161495.24618000000,-145713.49458100000
1980731.44352000000,-1853121.37038000000
2069424.89555000000,-281037.66558300000
2307308.64706000000,66734.37856120000
-1822515.44641000000,154432.80604100000
665629.16899700000,149582.38784300000
1721360.06839000000,-42814.79620100000
957450.02725000000,-28715.18585600000
1998476.19526000000,-437754.77629300000
2314536.65046000000,570376.03851300000
248248.87373700000,217556.27722600000
-897586.51335200000,-1165337.39966000000
2080002.46144000000,-108068.94651900000
692047.77660600000,160701.85108200000
1826663.67317000000,-1596091.20895000000
1944982.23254000000,-393216.57668800000
1677180.01235000000,-301182.46927100000
1966359.85080000000,-377428.37900600000
1092592.39989000000,84500.44089760000
601081.15388300000,234083.28401400000
2034794.92454000000,-621678.42716600000
881626.19585500000,-90736.80326790000
52438.93439180000,-629325.84413100000
-1069968.25961000000,-1433787.04770000000
-1265436.72140000000,271195.06135300000
599305.38860900000,-913900.38965800000
938215.84526300000,-101061.12031900000
-1581663.38644000000,-1222405.72686000000
-1554704.88967000000,604300.06771400000
86555.47160660000,-1789663.78133000000
-1693759.68394000000,293189.14861500000
2060302.44622000000,317454.14916600000
932534.62754300000,-640196.34081100000
-1663678.64412000000,-752073.26845000000
853318.89629600000,-159409.79786900000
1893297.14620000000,-797293.65550600000
-1968727.83907000000,-60294.07651600000
1511441.11269000000,-271426.90247700000
2179212.86634000000,15901.45539790000
2314195.01973000000,145773.28097800000
-564850.02459100000,-741830.33360100000
1848923.69188000000,-185860.14600600000
-492637.88906600000,-492717.58179900000
-1916113.10706000000,-660357.88390200000
2310336.67946000000,111736.05026200000
397075.74528500000,-1679604.74455000000
-1940234.44558000000,-619389.80007700000
-567124.23403800000,-194504.97649200000
-304003.86343500000,-102797.73704700000
-1668719.97482000000,580488.69282700000
1145364.23022000000,-1539596.49324000000
-1648668.48297000000,204928.74718700000
-1592387.19913000000,-1217321.63221000000
-993890.90628200000,-423059.35436100000
-1585420.87343000000,-154722.66127700000
-1805068.17688000000,-40890.93839520000
2253362.23999000000,245963.59936800000
-417690.24599600000,-666250.42402600000
1854931.52563000000,-400924.11185600000
-1208672.75589000000,142349.64173700000
1155228.56160000000,30177.95528640000
519845.10458200000,67424.11112200000
1062481.67878000000,-461976.29969000000
-323638.77844500000,-124455.59926200000
419140.35565400000,-1414963.52556000000
1305093.00738000000,-137842.25025700000
2146910.53366000000,75472.59636020000
1324958.71236000000,-167528.96489300000
2109276.06347000000,-450212.65226200000
-1871957.43814000000,227372.89866900000
-1768060.07075000000,394471.81153600000
-1922206.24814000000,-544998.16641500000
1840940.58021000000,-196704.62484000000
1525937.80937000000,-242338.67747900000
1290272.12284000000,-1199112.48960000000
1290885.77749000000,-48573.31794890000
2071462.39243000000,253698.26388000000
111271.99373800000,-666304.43754900000
-923313.41168900000,-326393.03209600000
1489083.26052000000,-998127.59307300000
425187.76319400000,74516.14682980000
-921349.92692800000,163395.84914400000
1970185.34966000000,218796.12321600000
2284126.18179000000,97974.80780620000
1835886.31720000000,-1151611.96753000000
1923396.89467000000,-435879.98451800000
2098008.25558000000,-853273.68849800000
813626.00252600000,-134382.85556500000
-862878.11282300000,-987015.07815700000
1974175.18594000000,-374906.56330900000
1353402.14889000000,-116165.25173000000
-1961581.13155000000,-177723.54975700000
1267164.77477000000,-952211.22116200000
-1747112.07361000000,87220.61162280000
880449.52652200000,-336048.80664100000
163096.62004500000,-1714190.62540000000
2037622.70057000000,-286409.19093600000
2050082.53300000000,-395905.20910400000
-865739.67919700000,-96850.16043990000
-676328.17678200000,-1242973.70600000000
1833301.49393000000,-239776.69174800000
-1676279.96755000000,-1026359.86846000000
-1818487.03193000000,230291.42532900000
2170834.79280000000,-237821.35870200000
1328049.11629000000,-938138.66502300000
1712919.27002000000,-1522140.00221000000
-447403.93698400000,-537106.31262200000
-996980.18954200000,-406674.67665900000
1965735.02091000000,-387979.49798400000
1380269.06205000000,-515287.09670400000
1484365.60061000000,-338897.15919200000
2089455.14538000000,-232782.60031600000
181203.29044200000,-1623460.43636000000
-1944792.37088000000,-539187.20804600000
1950254.34464000000,-247768.27880800000
-1060264.65760000000,-1345349.22718000000
-1962152.59577000000,-385740.57562200000
-331654.72084100000,395696.87669200000
1498000.90359000000,-234899.27396500000
-323559.73677000000,-931161.73745000000
-2015094.23796000000,-333660.50904200000
-565028.07860800000,-996937.70472900000
847848.63642200000,-710871.14757200000
2394955.35749000000,410845.61875800000
1417279.61676000000,-1091966.73770000000
1105763.33952000000,-100441.73380300000
1170049.73877000000,153545.02632700000
